"nr_comp_movim","qtd_registros","valor_medio","valor_anterior","variacao_absoluta","variacao_percentual","competencia_formatada","variacao_abs"
202401,441,5198.96172335601,NA,NA,NA,"2024/01",NA
202402,413,5195.71547215496,5198.96172335601,-3.24625120105065,-0.0624403750938783,"2024/02",0.0624403750938783
202403,452,4995.91665929204,5195.71547215496,-199.798812862919,-3.84545331501864,"2024/03",3.84545331501864
202404,466,5257.025472103,4995.91665929204,261.10881281096,5.22644452695816,"2024/04",5.22644452695816
202405,423,5310.04652482269,5257.025472103,53.0210527196905,1.00857515340286,"2024/05",1.00857515340286
202406,457,5505.83829321663,5310.04652482269,195.791768393939,3.68719497048997,"2024/06",3.68719497048997
